,Manufacturer,ProductName,ReleaseYear,ReleaseMonth,ReleaseDay,DDR_ver,Bandwidth
741,Corsair,CMK16GX4M1Z3600C18,2021,2,24,4,28800
742,トランセンド,JM3200HLH-4G,2021,2,16,4,25600
743,トランセンド,JM3200HSH-4G,2021,2,16,4,25600
744,トランセンド,TS3200HSG-8G,2021,2,16,4,25600
745,G.Skill,F4-2666C19S-32GNT,2021,2,9,4,21300
746,G.Skill,F4-2666C19S-32GVK,2021,2,9,4,21300
747,G.Skill,F4-2666C19S-32GRS,2021,2,9,4,21300
748,グリーンハウス,GH-DNF3200-8GB,2021,1,19,4,25600
749,グリーンハウス,GH-DRF3200-8GB,2021,1,19,4,25600
750,グリーンハウス,GH-DNF3200-16GB,2021,1,19,4,25600
751,グリーンハウス,GH-DRF3200-16GB,2021,1,19,4,25600
752,サムスン,M378A2G43AB3-CWE,2021,1,19,4,25600
753,グリーンハウス,GH-DNF3200-32GB,2021,1,19,4,25600
754,グリーンハウス,GH-DRF3200-32GB,2021,1,19,4,25600
755,CFD,CFD Selection D4N3200CM-16GR,2021,1,12,4,25600
756,CFD,CFD Selection D4N3200CM-8GR,2021,1,12,4,25600
757,CFD,CFD Selection D4N2666CM-8GR,2021,1,12,4,21300
758,CFD,CFD Selection D4N2666CM-16GR,2021,1,12,4,21300
759,キングストン,KVR32S22S8/8,2020,12,1,4,25600
760,キングストン,KVR32S22S8/16,2020,12,1,4,25600
761,キングストン,KVR26S19D8/32,2020,12,1,4,21300
762,キングストン,KVR32S22D8/16,2020,12,1,4,25600
763,キングストン,KSM26RS4/32MEI,2020,12,1,4,21300
764,キングストン,KSM26SED8/16HD,2020,11,27,4,21300
765,キングストン,KSM26RD4/32HDI,2020,11,27,4,21300
766,キングストン,KSM29ED8/32ME,2020,11,27,4,23400
767,サムスン,M378A5244CB0-CTD,2020,10,16,4,21300
768,Corsair,CMV32GX4M1A2666C18,2020,10,14,4,21300
769,Corsair,CMSX32GX4M1A2666C18,2020,10,14,4,21300
770,トランセンド,JM3200HSG-8G,2020,10,13,4,25600
771,トランセンド,JM3200HLG-8G,2020,10,13,4,25600
772,ADTEC,ADS2933D-E8GSB,2020,9,16,4,23400
773,ADTEC,ADS2400N-HE8G,2020,9,16,4,19200
774,ADTEC,ADS2400N-E16G,2020,9,16,4,19200
775,ADTEC,ADS2933D-E16GDB,2020,9,16,4,23400
776,ADTEC,ADS2933D-E32GDB,2020,9,16,4,23400
777,トランセンド,JM3200HSE-32G,2020,9,3,4,25600
778,トランセンド,TS1GHR72V6B,2020,9,3,4,21300
779,トランセンド,JM3200HLE-32G,2020,8,4,4,25600
780,サムスン,M471A2K43CB1-CTD,2020,7,30,4,21300
781,トランセンド,JM3200HSE-16G,2020,7,27,4,25600
782,トランセンド,JM3200HLE-16G,2020,7,27,4,25600
783,G.Skill,F4-2400C17S-4GIS,2020,7,15,4,19200
784,G.Skill,F4-2666C19S-8GIS,2020,7,15,4,21300
785,G.Skill,F4-2800C17S-8GIS,2020,7,15,4,22400
786,G.Skill,F4-3200C16S-8GIS,2020,7,15,4,25600
787,G.Skill,F4-2400C17S-16GIS,2020,7,15,4,19200
788,G.Skill,F4-3200C16S-16GIS,2020,7,15,4,25600
789,トランセンド,JM3200HLB-8G,2020,7,14,4,25600
790,トランセンド,JM3200HSB-8G,2020,7,14,4,25600
791,ADTEC,ADS3200D-H8G,2020,7,13,4,25600
792,ADTEC,ADS2933D-H8G,2020,7,13,4,23400
793,ADTEC,ADS3200N-H8G,2020,7,13,4,25600
794,ADTEC,ADS2933N-H8G,2020,7,13,4,23400
795,ADTEC,ADS2933D-16G,2020,7,13,4,23400
796,ADTEC,ADS2933N-16G,2020,7,13,4,23400
797,ADTEC,ADS3200D-16G,2020,7,13,4,25600
798,ADTEC,ADS3200N-16G,2020,7,13,4,25600
799,ADTEC,ADS2933D-32G,2020,7,13,4,23400
800,ADTEC,ADS2933N-32G,2020,7,13,4,23400
801,ADTEC,ADS3200D-32G,2020,7,13,4,25600
802,ADTEC,ADS3200N-32G,2020,7,13,4,25600
803,エレコム,EV1600-N8G/RO,2020,7,10,3,12800
804,G.Skill,F4-3200C22S-8GRS,2020,7,8,4,25600
805,G.Skill,F4-3200C22S-16GRS,2020,7,8,4,25600
806,G.Skill,F4-3200C22S-32GRS,2020,7,8,4,25600
807,ADATA,AD4S2666732G19-RGN,2020,6,10,4,21300
808,ADATA,AD4S2666716G19-RGN,2020,6,10,4,21300
809,トランセンド,TS2666HSE-32G,2020,6,10,4,21300
810,crucial,CT32G4SFD832A,2020,5,20,4,25600
811,crucial,CT32G4DFD832A,2020,5,20,4,25600
812,IODATA,DZ2666-16G,2020,5,13,4,21300
813,IODATA,SDZ2666-16G,2020,5,13,4,21300
814,トランセンド,JM2666HLG-8G,2020,4,28,4,21300
815,トランセンド,JM2666HSG-8G,2020,4,28,4,21300
816,トランセンド,JM2666HSE-16G,2020,4,28,4,21300
817,トランセンド,JM2666HLE-16G,2020,4,28,4,21300
818,トランセンド,JM2666HLE-32G,2020,4,28,4,21300
819,トランセンド,JM2666HSE-32G,2020,4,28,4,21300
820,トランセンド,TS2666HLE-32G,2020,4,28,4,21300
821,ADTEC,ADM2933D-R8GSB,2020,3,5,4,23400
822,ADTEC,ADM2933D-R16GSA,2020,3,5,4,23400
823,ADTEC,ADM2933D-R32GDA,2020,3,5,4,23400
824,ADTEC,ADM2933D-R64GDA,2020,3,5,4,23400
825,サムスン,M378A1K43CB2-CTD,2020,2,28,4,21300
826,トランセンド,TS2666HSH-4G,2020,2,26,4,21300
827,トランセンド,TS2666HLH-4G,2020,2,26,4,21300
828,トランセンド,TS2666HSB-8G,2020,2,26,4,21300
829,トランセンド,TS2666HLB-8G,2020,2,26,4,21300
830,トランセンド,TS2666HSB-16G,2020,2,26,4,21300
831,トランセンド,TS2666HLB-16G,2020,2,26,4,21300
832,キングストン,KVR32N22S6/4,2020,1,31,4,25600
833,G.Skill,F4-2666C19S-16GIS,2020,1,31,4,21300
834,キングストン,HX436C17FB3/8,2020,1,31,4,28800
835,G.Skill,F4-3000C16S-16GISB,2020,1,31,4,24000
836,crucial,CT32G4SFD8266,2020,1,31,4,21300
837,crucial,CT32G4DFD8266,2020,1,31,4,21300
838,CFD,D4U2400PS-16G,2020,1,6,4,19200
